popularity,director,runtime,genres,release_date,release_year,budget_adj,revenue_adj
0.857834,Scott Derrickson,122.0,Crime,2005-09-09,2005,21214702.5034353,161026813.932432
0.852969,Jason Reitman,92.0,Comedy,2005-09-05,2005,7257661.38275421,27683521.9711183
0.839023,Mike Bigelow,83.0,Comedy,2005-08-06,2005,24564392.3723988,25011189.6390072
0.835676,Stephen Gaghan,128.0,Drama,2005-11-23,2005,55828164.4827247,104956949.227522
0.82677,Mikael HÃ¥fstrÃ¶m,108.0,Drama,2005-11-11,2005,24564392.3723988,64179026.1848606
0.826568,Roman Polanski,130.0,Crime,2005-09-23,2005,55828164.4827247,47000286.8451091
0.824869,Iain Softley,104.0,Drama,2005-07-29,2005,48012221.4551432,102695705.351453
0.79295,Tony Giglio,106.0,Drama,2005-01-17,2005,13398759.4758539,11488.319687255
0.786786,Frederik Du Chau,102.0,Comedy,2005-01-06,2005,33496898.6896348,104702955.643518
0.784909,George Clooney,93.0,Drama,2005-09-16,2005,7815943.02758145,60964355.6151353
0.775677,Thomas Carter,136.0,Drama,2005-01-14,2005,33496898.6896348,85606690.8045318
0.773901,David Cronenberg,96.0,Drama,2005-09-23,2005,35730025.2689438,67820977.6114545
0.773231,Andrew Douglas,90.0,Horror,2005-04-15,2005,21214702.5034353,120641460.02709
0.767076,Dean Parisot,90.0,Comedy,2005-12-21,2005,111656328.965449,225574940.210827
0.743639,Louis Leterrier,103.0,Action,2005-02-02,2005,50245348.0344522,56800817.2796654
0.738384,Steve Carr,103.0,Comedy,2005-07-01,2005,50245348.0344522,18768327.9676884
0.737768,Kevin Rodney Sullivan,105.0,Comedy,2005-03-25,2005,39079715.1379072,76948950.6147406
0.733587,Niall Johnson,103.0,Comedy,2005-12-02,2005,188699.195951609,20728664.7365753
0.726858,D.J. Caruso,122.0,Comedy,2005-10-07,2005,39079715.1379072,34084779.3107075
0.722961,David Ayer,120.0,Crime,2005-09-11,2005,2233126.57930898,6662575.57877337
0.719502,Robert Schwentke,98.0,Thriller,2005-09-22,2005,61410980.9309971,249426057.438472
0.718616,Jean-FranÃ§ois Richet,109.0,Thriller,2005-01-19,2005,33496898.6896348,39408509.5298118
0.709235,Jim Jarmusch,105.0,Comedy,2005-05-17,2005,11165632.8965449,51073950.7682681
0.707056,Gore Verbinski,101.0,Comedy,2005-10-20,2005,22331265.7930898,13937808.3180168
0.699883,Greg McLean,99.0,Horror,2005-01-01,2005,1116563.28965449,30998753.5803997
0.694404,George A. Romero,93.0,Horror,2005-06-24,2005,16748449.3448174,52222337.228241
0.681157,James Mangold,136.0,Drama,2005-09-13,2005,31263772.1103258,208170812.521989
0.665701,Nigel Cole,107.0,Comedy,2005-04-22,2005,33496898.6896348,47885736.0491278
0.664688,Jim Sheridan,117.0,Drama,2005-11-09,2005,44662531.5861797,51856021.8435509
0.663860999999999,Jesse Dylan,95.0,Romance,2005-05-13,2005,50245348.0344522,62606187.1228318
0.663397999999999,Dave McKean,101.0,Adventure,2005-01-25,2005,4466253.15861797,968059.255567156
0.661616,Wes Craven,97.0,Horror,2005-02-24,2005,39079715.1379072,21543978.1341177
0.661473,Marc Forster,99.0,Mystery,2005-09-24,2005,55828164.4827247,9314518.34865202
0.643145,Tim Fywell,98.0,Comedy,2005-03-17,2005,27914082.2413623,30867940.3750737
0.636922,Peter Segal,113.0,Comedy,2005-05-19,2005,91558189.7516685,212504959.494991
0.635843,Rob McKittrick,94.0,Comedy,2005-10-07,2005,3349689.86896348,20810160.4579606
0.635481,Brian Levant,95.0,Comedy,2005-01-20,2005,35730025.2689438,109332384.477849
0.6269,Peter Hyams,110.0,Thriller,2005-05-15,2005,89325063.1723595,6687812.14224614
0.608364,Rupert Wainwright,100.0,Horror,2005-10-14,2005,20098139.2137808,51586822.9006684
0.606286,Rob Cohen,121.0,Action,2005-07-28,2005,150736044.103356,85900499.9188816
0.600522,Clare Kilner,88.0,Comedy,2005-02-04,2005,16748449.3448174,52673915.6188557
0.592368999999999,Uwe Boll,95.0,Action,2005-10-22,2005,27914082.2413623,2685803.66820071
0.571693,Breck Eisner,124.0,Action,2005-04-06,2005,145153227.655084,133171929.64356
0.564298,Richard Shepard,96.0,Action,2005-05-12,2005,11165632.8965449,19313467.6625964
0.561685,Bennett Miller,114.0,Crime,2005-09-30,2005,7815943.02758145,54806319.2569315
0.558258,Gary Chapman,76.0,Animation,2005-03-25,2005,39079715.1379072,21748538.1115989
0.55197,Fernando Meirelles,129.0,Drama,2005-08-31,2005,27914082.2413623,92079256.3420515
0.548165999999999,David Slade,103.0,Drama,2005-01-14,2005,1060735.12517176,7840740.78168139
0.543159,Jaume Collet-Serra,113.0,Horror,2005-05-06,2005,44662531.5861797,76781726.2805389
0.538043,John Dahl,132.0,Action,2005-08-12,2005,89325063.1723595,11351542.9173989
0.534781,Tony Scott,127.0,Action,2005-09-22,2005,55828164.4827247,25618988.6326041
0.511084,Bille Woodruff,105.0,Comedy,2005-06-02,2005,27914082.2413623,40588582.9393818
0.509128999999999,Robert Rodriguez,92.0,Adventure,2005-06-10,2005,55828164.4827247,77518484.984401
0.500883,Bill Paxton,120.0,Drama,2005-09-30,2005,27914082.2413623,17229885.7543607
0.484314,Tommy Lee Jones,121.0,Adventure,2005-11-17,2005,16748449.3448174,13439122.1222116
0.466529,Jeff Wadlow,90.0,Horror,2005-09-16,2005,1116563.28965449,11218863.9348159
0.463862,Danny Cannon,118.0,Drama,2005-06-06,2005,33496898.6896348,30829287.1871124
0.463596,Geoffrey Sax,101.0,Drama,2005-01-07,2005,11165632.8965449,101826573.603349
0.45648,Rian Johnson,110.0,Drama,2005-01-30,2005,530367.562585884,4376095.13923153
0.453059,Paul Schrader,117.0,Horror,2005-05-20,2005,33496898.6896348,280810.084531656
0.449627,Terrence Malick,135.0,Drama,2005-12-25,2005,33496898.6896348,34095391.1282123
0.449064,Lars von Trier,139.0,Drama,2005-05-16,2005,15855198.7130938,753588.662327031
0.444301,Mike Mitchell,100.0,Adventure,2005-07-29,2005,39079715.1379072,96437364.76325
0.443093999999999,Jamie Babbit,96.0,Drama,2005-09-12,2005,1004906.96068904,425879.569940017
0.441927,Wes Craven,85.0,Horror,2005-08-04,2005,29030645.5310168,64639862.0017099
0.42232,Liev Schreiber,106.0,Comedy,2005-09-16,2005,7815943.02758145,3012409.59605754
0.406323,Rebecca Miller,111.0,Drama,2005-03-25,2005,1674844.93448174,795321.331841158
0.405822,Raja Gosnell,90.0,Comedy,2005-11-23,2005,50245348.0344522,80424660.2828277
0.390848,Susan Stroman,134.0,Comedy,2005-12-25,2005,50245348.0344522,42494539.7263727
0.387304,Michele Placido,152.0,Drama,2005-09-30,2005,913815.494392451,5416720.95955662
0.37807,Craig Brewer,116.0,Drama,2005-07-22,2005,8932506.31723595,24789531.7278716
0.374704,Duncan Tucker,103.0,Drama,2005-12-23,2005,1116563.28965449,14906531.9287413
0.370396,Uwe Boll,96.0,Action,2005-01-28,2005,22331265.7930898,11660056.0537102
0.369596,Stephen Kay,89.0,Thriller,2005-02-04,2005,22331265.7930898,75025079.6863305
0.367248,CÃ©dric Klapisch,129.0,Comedy,2005-06-15,2005,14515322.7655084,26493033.2591823
0.332997,Bruce Hunt,97.0,Action,2005-08-25,2005,33496898.6896348,16757371.802065
0.330618,Chris Columbus,135.0,Comedy,2005-11-23,2005,44662531.5861797,35362251.6525974
0.326577,Noah Baumbach,81.0,Comedy,2005-10-05,2005,1674844.93448174,12391765.6583765
0.290754,Fenton Bailey|Randy Barbato,92.0,Documentary,2005-02-11,2005,2233126.57930898,729809.213947259
0.287286,Brett Leonard,97.0,Action,2005-04-21,2005,8374224.6724087,159668.550420592
0.285062,Andrew Lau|Alan Mak,107.0,Action,2005-05-12,2005,1729556.53567481,7923133.10338828
0.278997,Jeremy Haft,98.0,Fantasy,2005-05-12,2005,5303675.62585884,230984.564294114
0.270403,Anand Tucker,104.0,Comedy,2005-10-21,2005,11483320.8334073,12938964.2959906
0.269437,Niki Caro,126.0,Drama,2005-02-12,2005,39079715.1379072,28164462.626561
0.401768,Hans Canosa,84.0,Drama,2005-09-02,2005,502453.480344522,1087002.27656089
0.252383,David Jacobson,112.0,Drama,2005-05-13,2005,8932506.31723595,952285.565974207
0.246144,Petter NÃ¦ss,92.0,Comedy,2005-09-10,2005,13398759.4758539,94871.0330320733
0.242227,Richard Linklater,113.0,Comedy,2005-07-22,2005,33496898.6896348,38245471.526352
0.198611,Wayne Wang,106.0,Comedy,2005-02-18,2005,15631886.0551629,36450818.2343271
0.195984,Catherine Hardwicke,107.0,Drama,2005-06-03,2005,27914082.2413623,14975298.8286246
0.191177,John Hillcoat,104.0,Action,2005-10-06,2005,2233126.57930898,5637185.26453561
0.183927,Andy GarcÃ­a,144.0,Drama,2005-09-03,2005,10719007.5806831,4897510.09736096
0.177398,Walter Salles,105.0,Drama,2005-06-27,2005,33496898.6896348,28442320.5177548
0.151442,Michel Gondry,100.0,Comedy,2005-09-12,2005,3349689.86896348,13084552.9833287
0.149319,Scott McGehee,104.0,Drama,2005-09-03,2005,15631886.0551629,7656262.19496467
0.141936999999999,Charles BinamÃ©,124.0,Drama,2005-10-25,2005,8932506.31723595,2254351.33088203
0.075624,Gavin Hood,94.0,Crime,2005-08-18,2005,3349689.86896348,11031612.921451
5.838503,Len Wiseman,106.0,Fantasy,2006-01-12,2006,54083457.9145786,120433910.501179
4.205992,Gore Verbinski,151.0,Adventure,2006-06-20,2006,216333831.658314,1152691351.87119
3.941265,John Lasseter|Joe Ranft,117.0,Animation,2006-06-08,2006,129800298.994988,499712923.92372
3.78958,Martin Campbell,144.0,Adventure,2006-11-14,2006,162250373.743735,647969539.331167
3.655536,Ron Howard,149.0,Thriller,2006-05-17,2006,135208644.786446,820164661.414297
3.206696,Anne Fletcher,104.0,Music,2006-08-11,2006,12980029.8994988,123521044.035724
3.145562,Carlos Saldanha,91.0,Animation,2006-03-23,2006,86533532.6633258,714919257.183175
3.098051,J.J. Abrams,126.0,Adventure,2006-05-03,2006,162250373.743735,430342087.606332
3.03143,David Frankel,109.0,Comedy,2006-06-30,2006,37858420.540205,353220246.986172
2.81975,Martin Scorsese,151.0,Drama,2006-10-05,2006,97350224.2462415,313518943.434219
2.606305,Nancy Meyers,136.0,Comedy,2006-12-08,2006,91941878.4547837,210026294.295568
2.582095,Christopher Nolan,130.0,Drama,2006-10-19,2006,43266766.3316629,118633483.003894
2.313345,Shawn Levy,108.0,Action,2006-10-20,2006,118983607.412073,621398207.739104
2.160936,Alejandro GonzÃ¡lez IÃ±Ã¡rritu,143.0,Drama,2006-09-08,2006,27041728.9572893,146382484.055385
2.108369,Alfonso CuarÃ³n,109.0,Drama,2006-09-22,2006,82206856.0301595,75673304.978458
1.957331,Bryan Singer,154.0,Adventure,2006-06-28,2006,292050672.738724,423020463.774305
1.930735,Larry Charles,82.0,Comedy,2006-11-02,2006,19470044.8492483,282935169.834497
1.888746,Frank Coraci,107.0,Comedy,2006-06-22,2006,89237705.5590547,257092530.630977
1.76935,Peyton Reed,106.0,Romance,2006-06-01,2006,56246796.2311617,221741837.805656
1.747256,Spike Lee,129.0,Crime,2006-03-23,2006,48675112.1231207,199434107.473133
1.615244,Tim Johnson|Karey Kirkpatrick,83.0,Comedy,2006-04-22,2006,86533532.6633258,167679639.016715
1.6128,Tom Tykwer,147.0,Crime,2006-09-13,2006,54083457.9145786,142975378.722118
1.60314,Edward Zwick,143.0,Drama,2006-12-07,2006,108166915.829157,184833371.570338
1.526073,Brian Taylor|Mark Neveldine,88.0,Action,2006-08-31,2006,12980029.8994988,46437182.983051
1.520387,Paul McGuigan,110.0,Drama,2006-02-24,2006,29205067.2738724,60907579.9156103
1.51114,Frank Marshall,120.0,Adventure,2006-02-17,2006,43266766.3316629,130293533.641154
1.498538,James Wong,93.0,Horror,2006-02-10,2006,27041728.9572893,127333182.548652
1.498352,Christophe Gans,125.0,Horror,2006-04-21,2006,54083457.9145786,105578971.529494
1.470711,Andy Fickman,105.0,Comedy,2006-03-17,2006,21633383.1658314,36656858.0907392
1.432839,Darren Aronofsky,96.0,Drama,2006-09-06,2006,37858420.540205,16554827.4840451
1.411147,George Miller,108.0,Music,2006-11-16,2006,108166915.829157,415723973.606839
1.409773,Sylvester Stallone,102.0,Drama,2006-12-20,2006,25960059.7989977,168438745.77865
1.390297,David Bowers|Sam Fell,85.0,Adventure,2006-10-22,2006,161168704.585444,69723654.0817705
1.363623,Steve 'Spaz' Williams,94.0,Family,2006-03-06,2006,86533532.6633258,40437169.5703534
1.35007,Tony Scott,126.0,Action,2006-11-21,2006,81125186.8718679,195303533.131688
1.296272,Stefen Fangmeier,104.0,Fantasy,2006-12-14,2006,108166915.829157,269647254.707451
1.259442,Alejandro Agresti,99.0,Romance,2006-06-16,2006,43266766.3316629,124208189.511897
1.241836,David Zucker,83.0,Comedy,2006-04-13,2006,48675112.1231207,192821178.13025
1.235478,Gil Kenan,91.0,Animation,2006-07-21,2006,81125186.8718679,151622980.753536
1.223177,Tom Dey,97.0,Comedy,2006-03-10,2006,54083457.9145786,95960487.0583152
1.21726,Mel Gibson,139.0,Thriller,2006-12-07,2006,43266766.3316629,129989904.781745
1.211868,John A. Davis,88.0,Fantasy,2006-07-27,2006,54083457.9145786,59687725.3590087
1.20839,Alexandre Aja,107.0,Horror,2006-03-10,2006,16225037.3743735,75309823.037844
1.194602,Donald Petrie,103.0,Comedy,2006-05-12,2006,30286736.432164,41276392.3218363
1.18228,Robert De Niro,167.0,Drama,2006-12-11,2006,91941878.4547837,64801247.0780059
1.1334,Kurt Wimmer,88.0,Science Fiction,2006-03-03,2006,32450074.7487471,33607688.9803115
1.114239,Michael Mann,134.0,Action,2006-07-27,2006,146025336.369362,177171468.682811
1.110072,Betty Thomas,87.0,Comedy,2006-07-27,2006,19470044.8492483,44358894.149046
1.109411,Kevin Reynolds,125.0,Drama,2006-04-07,2006,33531743.9070387,30286736.432164
1.103135,Clint Eastwood,132.0,War,2006-10-19,2006,97350224.2462415,71282266.867035
1.102933,John Cameron Mitchell,101.0,Romance,2006-05-20,2006,2163338.31658314,5602004.59255091
1.057194,Matthew O'Callaghan,86.0,Adventure,2006-02-10,2006,54083457.9145786,75538165.5604977
1.038954,Neil LaBute,102.0,Mystery,2006-09-01,2006,43266766.3316629,41920167.1914384
1.027989,Joe Carnahan,109.0,Action,2006-12-09,2006,18388375.6909567,61767522.0398203
0.987722,Barry Sonnenfeld,99.0,Comedy,2006-04-28,2006,54083457.9145786,94676525.2157091
0.969469,McG,124.0,Drama,2006-12-12,2006,70308495.2889522,47101677.2253801
0.965931,Neil Burger,110.0,Fantasy,2006-08-18,2006,43266766.3316629,94013293.2812877
0.941481,Jay Chandrasekhar,110.0,Comedy,2006-08-25,2006,18929210.2701025,20746380.9242884
0.92958,Bruce Beresford,96.0,Drama,2006-04-05,2006,27041728.9572893,6002398.49319159
0.928134,Steven Zaillian,125.0,Drama,2006-09-10,2006,59491803.7060365,10222743.8030903
0.920528,John Whitesell,99.0,Comedy,2006-01-26,2006,43266766.3316629,149550563.219722
0.916551,Michael Caton-Jones,114.0,Crime,2006-03-29,2006,75716841.0804101,41784314.9535028
0.913299,Kevin Smith,97.0,Comedy,2006-05-25,2006,5408345.79145786,29084327.0357473
0.912871,Adam McKay,116.0,Comedy,2006-08-04,2006,78421013.976139,176275487.505585
0.890909,Gabriele Muccino,117.0,Drama,2006-12-14,2006,59491803.7060365,332156039.213103
0.883222,Sofia Coppola,123.0,Drama,2006-05-24,2006,43266766.3316629,65413228.4460383
0.875629999999999,Joe Roth,113.0,Drama,2006-02-17,2006,40741068.847052,15852540.8029944
0.850959,Kevin Macdonald,121.0,Drama,2006-09-01,2006,6490014.94974943,51950373.8843529
0.849096,Darren Lynn Bousman,108.0,Horror,2006-10-27,2006,10816691.5829157,177260496.544553
0.848086,Mike Judge,84.0,Adventure,2006-09-01,2006,32450074.7487471,535753.97910929
0.840205,Jared Hess,92.0,Comedy,2006-06-16,2006,34613413.0653303,86747695.5849834
0.838430999999999,Brian De Palma,121.0,Drama,2006-09-15,2006,54083457.9145786,53122072.5300274
0.826011,Wolfgang Petersen,99.0,Adventure,2006-05-12,2006,173067065.326651,196512046.387165
0.793804,Paul Weitz,107.0,Comedy,2006-03-04,2006,18388375.6909567,7911357.42881183
0.788266,Steven Shainberg,122.0,Drama,2006-08-30,2006,18172041.8592984,2467383.61861816
0.780687,Anthony Russo|Joe Russo,108.0,Comedy,2006-07-14,2006,58410134.5477449,141083588.039378
0.778589,Jonathan Dayton|Valerie Faris,102.0,Comedy,2006-07-26,2006,8653353.26633258,108732824.581061
0.773044,Keenen Ivory Wayans,98.0,Comedy,2006-08-31,2006,69226826.1306606,109892309.0186
0.743703,Greg Coolidge,103.0,Comedy,2006-10-06,2006,12980029.8994988,41502465.5025959
0.727752,John Moore,110.0,Drama,2006-06-06,2006,27041728.9572893,128922344.915954
0.723825,Clint Eastwood,141.0,Action,2006-12-19,2006,20551714.0075398,74281712.7279252
0.715451,Richard Linklater,100.0,Animation,2006-05-25,2006,9194187.84547836,5928624.32991947
0.713697,Marc Forster,113.0,Comedy,2006-09-09,2006,32450074.7487471,58035037.6437092
0.711674,Oliver Stone,128.0,Drama,2006-08-09,2006,68145156.972369,176253548.010047
0.70435,Ridley Scott,118.0,Comedy,2006-09-09,2006,37858420.540205,45499445.0496383
0.702198,Marc Evans,112.0,Romance,2006-02-09,2006,12980029.8994988,1494504.41759092
0.701814,Nick Hurran,95.0,Comedy,2006-12-26,2006,16765871.9535193,7988596.17839796
0.698297,Aaron Seltzer|Jason Friedberg,83.0,Comedy,2006-02-17,2006,21633383.1658314,52513335.0878007
0.692543,Steve Pink,93.0,Comedy,2006-08-18,2006,24878390.6407061,41649680.6750394
0.685491,Roger Allers|Jill Culton|Anthony Stacchi,83.0,Adventure,2006-09-29,2006,91941878.4547837,213423089.158419
0.674705,Steve Oedekerk,90.0,Animation,2006-08-04,2006,55165127.0728702,78722799.6713023
0.67078,Simon Brand,98.0,Crime,2006-11-03,2006,4002175.88567881,3610858.27094536
0.6477,Bill Condon,134.0,Drama,2006-12-25,2006,75716841.0804101,167591309.913249
0.646745,David R. Ellis,105.0,Horror,2006-08-06,2006,35695082.2236219,67087299.6789281
0.641047,Nicole Holofcener,88.0,Drama,2006-09-07,2006,7030849.52889522,14460225.9974639
0.638444,Jeff Tremaine,95.0,Action,2006-09-22,2006,11898360.7412073,78722488.1505847
0.632875,Andrew Davis,139.0,Action,2006-09-28,2006,75716841.0804101,59504493.8486015
0.631574,Richard Kelly,144.0,Action,2006-05-15,2006,18388375.6909567,405347.945385658
0.62873,Justin Lin,104.0,Action,2006-06-03,2006,91941878.4547837,171410264.023543
0.620633,Chris Noonan,92.0,Drama,2006-12-03,2006,32450074.7487471,37943051.4168189
0.614854,Jim Sonzero,90.0,Horror,2006-08-11,2006,41103428.0150797,32350220.4603994
0.609408,Craig Brewer,116.0,Drama,2006-12-08,2006,16225037.3743735,11794353.9249609
0.606808,MiloÅ¡ Forman,114.0,Drama,2006-11-08,2006,54083457.9145786,10219698.9044097
0.589842,Lasse HallstrÃ¶m,116.0,Comedy,2006-10-14,2006,27041728.9572893,12733907.9808903
0.582876,John Bonito,92.0,Action,2006-10-13,2006,21633383.1658314,23975854.5483809
0.569422999999999,Ryan Murphy,116.0,Drama,2006-10-27,2006,12980029.8994988,7306564.83400542
0.56593,Brian Robbins,98.0,Comedy,2006-03-09,2006,54083457.9145786,66103956.4104635
0.564215999999999,Geoffrey Sax,93.0,Adventure,2006-07-21,2006,43266766.3316629,25892855.694193
0.552267,Tyler Perry,110.0,Drama,2006-02-24,2006,6490014.94974943,61905574.3928239
0.536631,Gary Winick,97.0,Comedy,2006-12-15,2006,91941878.4547837,155.760358793986
0.530814,Liz Friedlander,108.0,Music,2006-03-17,2006,32450074.7487471,37579421.2875302
0.529881,Peter Hewitt,83.0,Fantasy,2006-08-11,2006,37858420.540205,13527557.8473961
0.514836,Elizabeth Allen Rosenbaum,104.0,Fantasy,2006-03-03,2006,12980029.8994988,24885798.9927713
0.508401,Werner Herzog,126.0,Adventure,2006-09-09,2006,10816691.5829157,7763294.22774825
0.501431,Ken Loach,124.0,Drama,2006-05-18,2006,7030849.52889522,24758344.8341806
0.496703,Richard Donner,105.0,Action,2006-03-01,2006,59491803.7060365,71027503.4935209
0.489898,Woody Allen,96.0,Comedy,2006-07-27,2006,4326676.63316629,34164413.2793926
0.4819,Wayne Wang,112.0,Adventure,2006-01-13,2006,48675112.1231207,41536053.4932992
0.467297,Richard Eyre,92.0,Drama,2006-12-25,2006,16225037.3743735,53510069.4204449
0.463155,Paul Greengrass,111.0,Drama,2006-04-28,2006,16225037.3743735,82516317.2496701
0.461865,Menhaj Huda,89.0,Drama,2006-03-03,2006,1075179.14334182,178475.411118109
0.458112,Corey Yuen Kwai,87.0,Adventure,2006-09-07,2006,22715052.324123,519540.840095658
0.451217,Stephen Frears,103.0,Drama,2006-09-15,2006,16225037.3743735,133460805.880299
0.441629,Clark Johnson,108.0,Action,2006-04-19,2006,64900149.4974943,84284035.0716081
0.437529,Steven Soderbergh,108.0,War,2006-12-08,2006,34613413.0653303,6397973.55773209
0.435451,Tony Bill,140.0,Action,2006-09-22,2006,64900149.4974943,19253711.0175899
0.433874,Wayne Kramer,122.0,Action,2006-01-06,2006,16225037.3743735,10275857.0037699
0.405681,Susannah Grant,111.0,Comedy,2006-10-20,2006,27041728.9572893,17478137.0325553
0.405342,Takashi Shimizu,102.0,Horror,2006-10-13,2006,21633383.1658314,42340683.3834308
0.384988,Robert Moresco,107.0,Action,2006-02-19,2006,8653353.26633258,155166.522426084
0.3804,Richard Loncraine,105.0,Thriller,2006-02-10,2006,48675112.1231207,89562206.3065422
0.463068,David Von Ancken,115.0,Western,2006-09-13,2006,19470044.8492483,1294008.38574831
0.367893,Laurie Collyer,96.0,Drama,2006-09-08,2006,2163338.31658314,673670.041798941
0.500077,AgustÃ­n DÃ­az Yanes,145.0,Action,2006-09-01,2006,25960059.7989977,25226638.3528947
0.877190999999999,Liam Lynch,93.0,Comedy,2006-11-22,2006,23796721.4824146,14500418.6600477
0.360145,Barry Levinson,115.0,Comedy,2006-10-09,2006,21633383.1658314,44605492.0020841
0.357462,Renny Harlin,97.0,Action,2006-09-08,2006,21633383.1658314,40668024.8104618
0.337268,Simon West,87.0,Horror,2006-02-03,2006,16225037.3743735,72436124.4616127
0.330582,Douglas McGrath,110.0,Drama,2006-11-16,2006,14061699.0577904,1245358.15201583
0.325485,Todd Stephens,92.0,Comedy,2006-04-28,2006,540834.579145786,806197.228741983
0.320908,Sanjay Gadhvi,147.0,Drama,2006-11-24,2006,11898360.7412073,50185584.1408264
0.312729,Glen Morgan,84.0,Horror,2006-12-25,2006,9735022.42462415,23267624.0953054
0.312609,Michael Polish,104.0,Adventure,2006-10-15,2006,14061699.0577904,12039939.3356669
0.307279,Andrew Currie,91.0,Romance,2006-09-07,2006,8653353.26633258,461033.355323667
0.303573999999999,Christian Robinson,105.0,Drama,2006-03-31,2006,21633383.1658314,22899545.0607687
0.300525,William Friedkin,102.0,Horror,2006-05-19,2006,4326676.63316629,8717323.18035394
0.298124,M. Night Shyamalan,110.0,Drama,2006-07-21,2006,81125186.8718679,45738563.1604469
0.282881,Phil Joanou,125.0,Action,2006-09-15,2006,32450074.7487471,44868557.1863881
0.206454,Alex Kendrick,111.0,Drama,2006-09-29,2006,108166.915829157,11009586.725583
0.326984,Nicholas Hytner,109.0,Comedy,2006-10-02,2006,4326676.63316629,14496478.139304
0.254596,Mira Nair,122.0,Drama,2006-09-02,2006,12980029.8994988,21783557.785092
0.251388,Davis Guggenheim,100.0,Documentary,2006-01-24,2006,1081669.15829157,50019626.8868772
0.249949,Bob Odenkirk,84.0,Comedy,2006-11-17,2006,4326676.63316629,5008176.8780021
0.225633,Shane Meadows,101.0,Drama,2006-09-12,2006,2574372.59673394,8844315.46621401
0.533965999999999,Todd Phillips,100.0,Comedy,2006-09-29,2006,21633383.1658314,19261898.1714491
0.209369,Justin Lin,108.0,Drama,2006-01-27,2006,28123398.1155808,18925956.6092743
0.20754,Rachid Bouchareb,128.0,Drama,2006-05-25,2006,15684202.7952278,24839127.1319293
0.200545,Michael Mayer,95.0,Drama,2006-10-20,2006,16225037.3743735,22715052.324123
0.189838,William Brent Bell,100.0,Horror,2006-03-24,2006,9735022.42462415,29318745.2940631
0.188603,Asif Kapadia,85.0,Drama,2006-11-10,2006,16225037.3743735,12971391.6896007
0.187319,Rolf de Heer|Peter Djigirr,90.0,Adventure,2006-06-29,2006,2163338.31658314,324500.747487471
0.157586,Brett Ratner,104.0,Adventure,2006-05-24,2006,227150523.24123,253499999.080581
0.145707,Chris Paine,92.0,Documentary,2006-01-23,2006,1081669.15829157,1815986.2264576
0.133041,Doug Atchison,112.0,Drama,2006-04-28,2006,8653353.26633258,20495926.9207009
0.096955,Mike Clattenburg,95.0,Action,2006-10-06,2006,5408345.79145786,4146586.28999485
0.08424,Mark Fergus,101.0,Drama,2006-05-05,2006,8653353.26633258,413486.424132644
0.078983,Christopher Guest,86.0,Comedy,2006-11-22,2006,12980029.8994988,5994637.51698085
0.139931,Jody Hill,85.0,Comedy,2006-06-24,2006,85451.8635050342,265008.943781435
0.040915,Hal Haberman|Jeremy Passmore,81.0,Drama,2006-01-30,2006,1081669.15829157,7790.1812780159
5.827781,Alfonso CuarÃ³n,141.0,Adventure,2004-05-31,2004,150077901.975579,911786234.115985
4.535598,Quentin Tarantino,136.0,Action,2004-04-16,2004,34633361.9943644,175659789.789346
3.990488,Beeban Kidron,108.0,Comedy,2004-11-10,2004,57722269.9906074,46412191.4975558
3.863377,Michel Gondry,108.0,Science Fiction,2004-03-19,2004,23088907.9962429,83418061.1597466
3.425628,Nick Cassavetes,123.0,Romance,2004-06-25,2004,33478916.5945523,133457615.92248
3.339406,Brad Bird,115.0,Action,2004-11-05,2004,106208976.782717,728965418.357159
3.196643,Paul Greengrass,108.0,Action,2004-07-23,2004,86583404.9859111,333057748.360456
3.177517,Wolfgang Petersen,163.0,War,2004-05-13,2004,202027944.967126,574232515.462641
2.906282,Jon Turteltaub,131.0,Adventure,2004-11-19,2004,115444539.981214,401114240.684318
2.791375,Alex Proyas,115.0,Action,2004-07-15,2004,138533447.977457,400863751.430357
2.668692,Peter Segal,99.0,Comedy,2004-02-13,2004,86583404.9859111,226828759.266733
2.629934,Mark Waters,97.0,Comedy,2004-04-30,2004,19625571.7968065,148972948.804502
2.499507,Stephen Sommers,132.0,Horror,2004-05-05,2004,184711263.969943,346630860.772961
2.361367,Guillermo del Toro,122.0,Fantasy,2004-04-02,2004,76193396.3876018,114658347.656152
2.241935,Robert Zemeckis,100.0,Animation,2004-11-09,2004,190483490.969004,353116829.412682
2.191033,Andrew Adamson|Kelly Asbury|Conrad Vernon,93.0,Adventure,2004-05-19,2004,173166809.971822,1061903622.74202
2.186534,Eric Bress|J. Mackye Gruber,113.0,Science Fiction,2004-01-22,2004,15007790.1975579,110897015.620108
2.17643,Alexander Witt,94.0,Horror,2004-09-10,2004,51950042.9915466,149379272.025202
2.175284,Steven Soderbergh,125.0,Thriller,2004-12-09,2004,126988993.979336,418768465.354169
2.041955,Jay Roach,115.0,Comedy,2004-12-15,2004,92355631.9849719,596436064.273978
2.022895,Roland Emmerich,124.0,Action,2004-05-26,2004,144305674.976518,628332770.733608
1.911206,Martin Scorsese,170.0,Drama,2004-12-25,2004,133915666.378209,117753430.780839
1.83193,Michael Mann,120.0,Drama,2004-08-04,2004,75038950.9877896,251396983.988304
1.823597,Edgar Wright,99.0,Horror,2004-04-09,2004,4617781.59924859,34678837.9075538
